11/04/2024 11:51:20 AM : root         : INFO     :  ******** Users_Module (Order - 4) Begin ********
11/04/2024 11:51:40 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:51:40 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:51:42 AM : root         : INFO     : Kroger International - KCORP
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger Mexico - KMX
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger MX East - MXEAST
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger MX North - MXNORTH
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger MX South - MXSOUTH
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger MX West - MXWEST
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger USA - KUSA
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger US East - USEAST
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger NJ - KNJ
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger NY - KNY
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger Brooklyn - KBK
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger Manhattan - KMH
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger Queens - KQS
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger PA - KPA
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger US MidWest - USMIDWEST
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger IL - KIL
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger MN - KMN
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger WI - KWI
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger US West - USWEST
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger AZ - KAZ
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : Kroger Los Angeles - KLA
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13-vm
11/04/2024 11:51:42 AM : root         : INFO     : sceedge13
11/04/2024 11:51:43 AM : root         : INFO     : select region : sceedge13
11/04/2024 11:51:43 AM : root         : INFO     : Enter Email : divya.goli@facefirst.com
11/04/2024 11:51:43 AM : root         : INFO     : Select time zone : Asia/Kolkata
11/04/2024 11:51:44 AM : root         : INFO     : entered explicit wait for 5
11/04/2024 11:51:44 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:51:44 AM : root         : INFO     : click on save button
11/04/2024 11:51:50 AM : root         : INFO     : entered explicit wait for 8
11/04/2024 11:51:50 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:51:50 AM : root         : INFO     : click on users on the cloud menu
11/04/2024 11:51:51 AM : root         : INFO     : entered explicit wait for 5
11/04/2024 11:51:51 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:51:51 AM : root         : INFO     : click on action dropdown
11/04/2024 11:51:52 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:51:52 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:51:53 AM : root         : INFO     : click on create user option
11/04/2024 11:51:54 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:51:54 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:51:54 AM : root         : INFO     : Enter Username : responder7
11/04/2024 11:51:54 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:51:54 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:51:54 AM : root         : INFO     : Enter first name : reponder
11/04/2024 11:51:54 AM : root         : INFO     : Enter Last name : user
11/04/2024 11:51:54 AM : root         : INFO     : Select user role : 4. RESPONDER
11/04/2024 11:51:55 AM : root         : INFO     : Enter new password : Right_1r1s
11/04/2024 11:51:55 AM : root         : INFO     : Enter confirm password : Right_1r1s
11/04/2024 11:51:55 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:51:55 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:51:57 AM : root         : INFO     : Kroger International - KCORP
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger Mexico - KMX
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger MX East - MXEAST
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger MX North - MXNORTH
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger MX South - MXSOUTH
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger MX West - MXWEST
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger USA - KUSA
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger US East - USEAST
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger NJ - KNJ
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger NY - KNY
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger Brooklyn - KBK
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger Manhattan - KMH
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger Queens - KQS
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger PA - KPA
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger US MidWest - USMIDWEST
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger IL - KIL
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger MN - KMN
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger WI - KWI
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger US West - USWEST
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger AZ - KAZ
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Kroger Los Angeles - KLA
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13-vm
11/04/2024 11:51:57 AM : root         : INFO     : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : select region : sceedge13
11/04/2024 11:51:57 AM : root         : INFO     : Enter Email : divya.goli@facefirst.com
11/04/2024 11:51:57 AM : root         : INFO     : Select time zone : Asia/Kolkata
11/04/2024 11:51:58 AM : root         : INFO     : entered explicit wait for 5
11/04/2024 11:51:58 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:51:58 AM : root         : INFO     : click on save button
11/04/2024 11:52:05 AM : root         : INFO     : entered explicit wait for 8
11/04/2024 11:52:05 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:05 AM : root         : INFO     : click on users on the cloud menu
11/04/2024 11:52:06 AM : root         : INFO     : entered explicit wait for 5
11/04/2024 11:52:06 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:06 AM : root         : INFO     : click on action dropdown
11/04/2024 11:52:07 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:52:07 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:07 AM : root         : INFO     : click on create user option
11/04/2024 11:52:08 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:52:08 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:08 AM : root         : INFO     : Enter Username : approver7
11/04/2024 11:52:08 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:52:08 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:08 AM : root         : INFO     : Enter first name : user
11/04/2024 11:52:09 AM : root         : INFO     : Enter Last name : approver
11/04/2024 11:52:09 AM : root         : INFO     : Select user role : 2. APPROVER/SUPERVISOR
11/04/2024 11:52:09 AM : root         : INFO     : Enter new password : Right_1r1s
11/04/2024 11:52:09 AM : root         : INFO     : Enter confirm password : Right_1r1s
11/04/2024 11:52:09 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:52:09 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:11 AM : root         : INFO     : Kroger International - KCORP
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger Mexico - KMX
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger MX East - MXEAST
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger MX North - MXNORTH
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger MX South - MXSOUTH
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger MX West - MXWEST
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger USA - KUSA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger US East - USEAST
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger NJ - KNJ
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger NY - KNY
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger Brooklyn - KBK
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger Manhattan - KMH
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger Queens - KQS
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger PA - KPA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger US MidWest - USMIDWEST
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger IL - KIL
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger MN - KMN
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger WI - KWI
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger US West - USWEST
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger AZ - KAZ
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:11 AM : root         : INFO     : Kroger CA - KCA
11/04/2024 11:52:12 AM : root         : INFO     : select region : Kroger CA - KCA
11/04/2024 11:52:12 AM : root         : INFO     : Enter Email : divya.goli@facefirst.com
11/04/2024 11:52:12 AM : root         : INFO     : Select time zone : Asia/Kolkata
11/04/2024 11:52:13 AM : root         : INFO     : entered explicit wait for 5
11/04/2024 11:52:13 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:13 AM : root         : INFO     : click on save button
11/04/2024 11:52:19 AM : root         : INFO     : entered explicit wait for 8
11/04/2024 11:52:19 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:19 AM : root         : INFO     : click on users on the cloud menu
11/04/2024 11:52:20 AM : root         : INFO     : entered explicit wait for 5
11/04/2024 11:52:20 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:20 AM : root         : INFO     : click on action dropdown
11/04/2024 11:52:21 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:52:21 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:21 AM : root         : INFO     : click on create user option
11/04/2024 11:52:23 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:52:23 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:23 AM : root         : INFO     : Enter Username : executive7
11/04/2024 11:52:23 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:52:23 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:23 AM : root         : INFO     : Enter first name : user
11/04/2024 11:52:23 AM : root         : INFO     : Enter Last name : executive
11/04/2024 11:52:23 AM : root         : INFO     : Select user role : 1. EXECUTIVE
11/04/2024 11:52:23 AM : root         : INFO     : Enter new password : Right_1r1s
11/04/2024 11:52:23 AM : root         : INFO     : Enter confirm password : Right_1r1s
11/04/2024 11:52:23 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:52:23 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:26 AM : root         : INFO     : Kroger International - KCORP
11/04/2024 11:52:26 AM : root         : INFO     : Kroger USA - KUSA
11/04/2024 11:52:26 AM : root         : INFO     : Kroger Mexico - KMX
11/04/2024 11:52:26 AM : root         : INFO     : Kroger USA - KUSA
11/04/2024 11:52:26 AM : root         : INFO     : Kroger MX East - MXEAST
11/04/2024 11:52:26 AM : root         : INFO     : Kroger USA - KUSA
11/04/2024 11:52:26 AM : root         : INFO     : Kroger MX North - MXNORTH
11/04/2024 11:52:26 AM : root         : INFO     : Kroger USA - KUSA
11/04/2024 11:52:26 AM : root         : INFO     : Kroger MX South - MXSOUTH
11/04/2024 11:52:26 AM : root         : INFO     : Kroger USA - KUSA
11/04/2024 11:52:26 AM : root         : INFO     : Kroger MX West - MXWEST
11/04/2024 11:52:26 AM : root         : INFO     : Kroger USA - KUSA
11/04/2024 11:52:26 AM : root         : INFO     : Kroger USA - KUSA
11/04/2024 11:52:26 AM : root         : INFO     : Kroger USA - KUSA
11/04/2024 11:52:26 AM : root         : INFO     : select region : Kroger USA - KUSA
11/04/2024 11:52:26 AM : root         : INFO     : Enter Email : divya.goli@facefirst.com
11/04/2024 11:52:26 AM : root         : INFO     : Select time zone : Asia/Kolkata
11/04/2024 11:52:27 AM : root         : INFO     : entered explicit wait for 5
11/04/2024 11:52:27 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:27 AM : root         : INFO     : click on save button
11/04/2024 11:52:33 AM : root         : INFO     : entered explicit wait for 8
11/04/2024 11:52:33 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:33 AM : root         : INFO     : click on users on the cloud menu
11/04/2024 11:52:34 AM : root         : INFO     : entered explicit wait for 5
11/04/2024 11:52:34 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:35 AM : root         : INFO     : click on action dropdown
11/04/2024 11:52:36 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:52:36 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:36 AM : root         : INFO     : click on create user option
11/04/2024 11:52:37 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:52:37 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:37 AM : root         : INFO     : Enter Username : it admin7
11/04/2024 11:52:37 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:52:37 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:37 AM : root         : INFO     : Enter first name : user
11/04/2024 11:52:37 AM : root         : INFO     : Enter Last name : it admin
11/04/2024 11:52:37 AM : root         : INFO     : Select user role : IT SYSTEM ADMIN
11/04/2024 11:52:37 AM : root         : INFO     : Enter new password : Right_1r1s
11/04/2024 11:52:38 AM : root         : INFO     : Enter confirm password : Right_1r1s
11/04/2024 11:52:38 AM : root         : INFO     : entered explicit wait for 10
11/04/2024 11:52:38 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:40 AM : root         : INFO     : Kroger International - KCORP
11/04/2024 11:52:40 AM : root         : INFO     : Kroger International - KCORP
11/04/2024 11:52:40 AM : root         : INFO     : select region : Kroger International - KCORP
11/04/2024 11:52:40 AM : root         : INFO     : Enter Email : divya.goli@facefirst.com
11/04/2024 11:52:40 AM : root         : INFO     : Select time zone : Asia/Kolkata
11/04/2024 11:52:41 AM : root         : INFO     : entered explicit wait for 5
11/04/2024 11:52:41 AM : root         : INFO     : exiting explicit wait..
11/04/2024 11:52:41 AM : root         : INFO     : click on save button
